"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.06664376866642,0,0,0,0.688731336229424,0,0,0,0,0,0,0,0,0,0,0,0,0.00109952478471808,0,0.499123235136618,0,0,0,0,1.45159608885915,0,0,0,0,0,0,0,0,0,0,2.55908309326341,0,0,0,0,0,0,0,0,0,92.7330132869179,0,0,0.000709666142399439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"25",0,0,0,0,0,0,0,0,0,0,5.95947082409295,33.00142220607,0,0,0,0,0,0,0,0.228959669054971,0,0,4.15481791984026,0,0,0,19.6036321189574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.42869780584405e-05,0,0,0,0,0,0,0,0,6.88965184056982,0,0,0,0,1.14475730219773,0,0,0,0,0,0,0,27.00831416148,0,0,0,0,0,0,0,0,0,0,0,0.00399944139204812,0,0,0,0,1.99157625343436,0,0,0,0,0,0,0,0,0.0133339759323316,0,0,0,0,0,0,0,0
"26",5.23709209930647e-05,0,0,0.0777168425411546,0,0,0,0,0,0,1.6117318102059e-07,0,7.67747361668833,0,0,0,0,0,0,8.54041983970296e-06,0,0,0,0,0,0,0,0,0,0,0,0.00854319496003362,0,91.9456798154311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09195842646315e-05,0,0,0,0,0.0324605457087547,0,0,3.48668252115954e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010440006935e-06,0,0,0,0,0,0,0,0,0.258052981783701,0,0,0
"27",0,0,0,0,0,0,0,0,0,0,0,3.29788495048657,0,0,0,0,0,0,0.000736942021219944,0,0,0,0,0,0,0.000608489869098337,0,0,50.470002769801,0,0,0,0,0,0,0,0,0,0.0139176507211111,0,0,0,0,0,0,0,0,0,0,0,0,27.4249244765215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000198389876935036,0,0,5.45426804645142e-06,0,0,0,0,0,0,0,0,0,0,18.7917208764345,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",0,0,0,0,0,0,0,0,0,0,0,0.00420620355201219,0,93.4965361899478,0,0.000429891465973986,0,0,0,0.00660334594840471,0,0.0235433498955549,3.03704590434183,0,0,0,1.07256211004957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00527958113692715,0,0,0,0,0,0,0,0.534560350151284,0,0,0,0,0,1.79280660124064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09106940879667e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0263940906199209,0,0,2.14709560119137e-05,0,0,0,0,0
"29",0,0,0,0,2.37314930643529e-07,0.000563154511532635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76100803485507e-08,0,0,0,0,0.00110274271438322,0,0,0,0,0,0,82.5671203835634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823243669581845,0,0,0.0423777763510398,0,0,0,0.0594722044764656,0.0118597941224322,0,0,0,0,0,0,0,0,0.0145104403519486,0,0.0694133334893038,0,0,0,0,0,0,0,15.4091409832811,0,0,0,0,0,1.18124803465394,0,0.465948258154397,0,8.53161078701127e-10,0,0,0.0390348947342625,0,0,0,0,0.0558833768594005,0
"30",0,0,0,0,0,0,0,0,0,0,0,1.94888885780704,0,0.0659006755322126,0,0,0,0,0,0.384247955237811,0,0,0,0,0,0.00610303813630498,0.0272926376837478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.2148883871231,0.0245217664104307,0,0,0,0,20.6234737936948,0,0,0,0,0,0,0,0.704495148868338,0,0,0,0,0,0,0,0,0.000187739506238642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",0,0,0,1.2452243881035e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59670523997851e-05,0,0,0,0,5.98416324891971,0,0,0,0,0,2.31852526668625e-06,0,0,89.600679911449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88645693885258,0,0,0,0,0,0,0,0,4.96550301369204e-12,2.59374492355579e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30583732505833,0,0,0,0,0.22284304231966,0,0,0,0,0,0,0,0,0,0,0,0
"32",0,0,0,0.00521849660940938,0,0,0,0,0,0,0,0,0,0,0,4.62412197146253,0,0,0,4.42803823837621e-06,1.44812081939439e-09,0,0,0,0,49.7418891185536,0,0,0,0.353503500924676,0,1.09554508835878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4389072631082,0,0,0,0,0,10.6598663873846,0,0,1.15306513682505,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922352533416927,0,0,0,0,0,0,0,0,0,0,0.00172657090553176,0,0,0,0,0,0.00379950296433759,0,0,0,0,0,0,0,0
"33",0,0,0,0,0,0,0,0,0.0904508286316624,0,0,0,0,0,0,0.0528449347304966,0,0,0,0,0,82.3900037476537,0,0,0,0,0,0,0,0,0,1.89272343020668e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.52896529382131,0,0,0,0,0,0.58827673512637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7014163435623,0,0,0,1.64804022375078,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",0,5.42330404312419e-14,0,0,0,0,0,0,0,0,0,0,26.8863369628449,0,0,0,0,0,0,5.69251473150204e-06,0,0,0,0,0,0,0,0,0.00871721431734218,0,0,0,0,0,0,0,0,0,0.0127083532676791,38.8556307157496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0736042740010573,0,0,0,0,1.05881031532453,0,0.000179791777070171,0.00466727935148139,0,1.01377682726943,0,0,0,0,0,0,0,2.59294483654558e-06,32.0825246360484,0,0,0,0,0.00252193277220957,0,0,0,0,0,0,0,5.58338837990843e-05,0,1.35921224315931e-07,0,0.000457442011600917,0,0,0,0,0,0,0,0,0,0
"35",1.29210775146828,0,0,0,0,0,0,0,0,0,0,0,31.8077873586678,0,0,0,0,0,0,0.0015396631209076,0,0,0,0,0,0,0,0,0.00547794807388954,0,0,9.92051048943257e-12,0,0,0,0,0,0,0.321506104972022,0.0286507741172312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.26146781397732,0,0.00074002426417112,1.26788910119888e-05,0,0.203957478538534,0,7.37240411287275e-07,0,0,2.89903744459527e-07,0,0,1.58064533919991e-06,58.993173639501,0,0,0,0,1.073914102621,0,0,0,0,0,0,0,0.0019705200046015,0,0,0,0.0076915339828445,0,0,0,0,0,0,0,0,0,0
"36",0,0,0,0,1.25501630179826e-06,0,0,0,0,0.316716496210391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214926341496731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.2803281814959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558047940286826,0,0,0,0.114554284383443,0,0,0,0,0,0,0,0,0,7.6037758868692,1.90689097874532,0,0,0,0,0,0,0,0,0,7.00475863549593,0,0,0,0
"37",0.0339242622126518,0,0,0.275682722549187,0,0,0,0,0,0,0,0,25.485386046233,0,0,0,0,0,0,0.00358668973835042,0,0,0,0,0,0,0,0,0,0,9.69194048140762e-09,0.192842822117187,0,36.4502449516591,0,0,0,0,0,0,0,0,0,1.65232156830251e-05,0,0,0,0,0,0,0,0,0,0,0,37.5579561930444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55131530951982e-08,0,0,0,0,0.000291493223862029,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29892094573808e-05,0,0,0,0,5.52515920068971e-05,0,0,0
"38",0,0,0,0,0,0,0,0,0.00104952049606562,0,0,0,0,0,0,0,0,0,0,0.00194953309937988,0,0,0,0,0,0.000941403881455408,0,0,48.1021146967217,0.0128552424448981,0,0,0,0,0,0,0,0,5.76114753950378e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361043945177306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273016581945928,0,0,0,0,0,0,0,0,0,1.43324325044325e-05,51.5719542368488,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45171715564524e-05,0,0,0,0.003507925176697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48183181584991e-07,0,5.9509432830705e-08,0,0,0,0,0.0245166832543606,0,0,0,0,0,0,0,0,0,0,0.00663937457599084,0,0,0,0,0,0.00647084259352682,0,0,0,0.0169233098916415,0,0,0,0,0,0,0,0,0,0,0,0,4.92952894775006,0,0,0,0,53.1997412609541,0,0,0,0,15.3844157736458,0,0,0,26.4282411572936,0,0
"40",1.88381139975428e-05,0,0,0,1.05846134389131e-06,0,0,0,0,0,0,0,0,0,0.000433497188396449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.2016166700153,0,0,0,0,0,0,0,0,0,0,0,8.26076934354478,0,0,0,0,0,0,0,0,0,34.1695254029499,0,0,0,0,0,0.791527862708929,0,0.575000526525331,0,0,0,0,0,0,0,0,0.000468759489588704,0,0,0,0,0.00059451976819526,0,0,0,0,0,0,4.35212341954607e-05,0,0,0,0,0,0,0
"41",0,0,0,0,0,0,0,0,0,0,0,3.62701263749627,0.000711616235070375,0,0,0,0,0,0,1.51197425469333,0,0,6.36258320703621,0,0,0,0,0,0,0,0,0,0,9.02041405325618e-08,0,0,0,0,1.97463657745842,0,0,0,0,0.000463345848152735,0,0,0,0,0,0,0,69.9321630090131,1.18118888880693,0,0,0,0,6.7800494666636,0.845421002956966,0,2.63778936160232e-10,0,0,0,0,3.40836034850437,0,0,0,0,0,0,0,0,0,0,0,0.0646423080371212,0,0,0,0,0,0,0,4.29473775351006,0,0,0,0,0,0.0160554932724347,0,0,0,0,0,0,0,0
"42",0,0,0,0.0811608219072989,0,0,0,0.0843308899701873,0,0,0,0,0,1.36002518250691,0,0,0,0,0,0.000628701562688406,0,0,0,0,0,0,96.84499511103,0,0,0,0,0,0,0,0,0,0,0.5141367533825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.984762884330236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.05515915509239e-06,0,0,0,0,0,0,0,0,0,0,0,0.0472448848570226,0,0,0.0827127152939718,0,0,0,0,0
"43",0,0,0,0,0,0,0,0.0164957535719101,0,0,0.00171942053426876,0,0,0,0,0,0,0,0,0,0,0,26.1574347378362,0,0.0202652206070346,0,2.82396000232212,0,0,0,0,0,0,0,0,0,0,0.135528765799215,0,0,0,0,0,0.0121579262627352,0,0,0,0,0,0,0,0,0,0,0,70.577417180254,0,0.253874007353009,0,0,0,0,0,0,0.000485959720468904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000661025739013332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44",1.12009365399517e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369129058319776,3.54126608114742e-08,0,0,0,0,0,0,0,0,0,0,0,0.375359459357567,0,0,0,0,0,0,0,0,0,0,0,0,85.2120192417377,0.00914639779507715,0,0,0,0,3.31497667575469,0.0571884090942636,0,0.00975073286993814,0,0,0,0,0.134358972705017,0,0,0,0,0,7.85428957079233e-13,10.5180442295081,0,0,0,0,2.5667350735902e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182165851582221,0,0,0,0,39.5024002356211,0,0,0,0,0,7.1888769466411,0,0,0,0,0,0,0,0,0,0,0,0,1.23734023893026e-11,0,0,0,0,0.830632212373057,0,0,0,0,0,0,0,0,0,0,20.9829388050987,0,0,0,0,0,0,0,0,0,0,0,0,0.0899629783493393,0,0,0,0,0,0,0,0,0,29.6322738663525,0,0,0,0,0,0,0,0,0,1.59054750779296,0,0,0,0.000201596176636763,0,0
