releveID,Achimill,Achiptar,Agrocani,Agrotenu,Ajugrept,Alchvulg,Alopprat,Angesilv,Anthodor,Arrhelat,Avenpube,Betooffi,Betupend,Brizmed,Caluvulg,Cardprat,Careflav,Carehart,Carehirt,Carelepo,Carenigr,Carepale,Carepani,Carepilu,Carepuli,Carestel,Careumbr,Centjace,Ceravulg,Cirspalu,Cynocris,Dactglom,Dactmaja,Dantdecu,Desccesp,Dryodila,Epiladen,Epilpalu,Equiarve,EquiSylv,Festovin,Festprat,Festrubr,Galialbu,Galibore,Galipalu,Galiulig,Hierumbe,Holclana,Holcmoll,Hyporadi,Junceffu,Lathprat,Leonhisp,Lotucorn,Luzumult,Lychflos,Lysinumm,Lysivulg,Mentarve,Molicaer,Myosnemo,Nardstri,Pedisylv,Pimpmajo,Pinusylv,Planlanc,poa_prat,poa_triv,Poputrem,Poteerec,Prunvulg,Querrobu,Ranuacer,Ranuauri,Ranuflam,Ranunemo,Rumeacet,Saliauri,Sangoffi,Scirsylv,Scorhumi,Selicarv,Senerivu,Serrtinc,Stelgram,Succprat,Taraoffi,Trifdubi,Trifrepe,Urtidioi,Vaccmyrt,Valedioi,Verocham,Verooffi,Veroserp,Vicicrac
r1996p9,0,5,0,4,1,0,0,4,4,0,0,0,0,2,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,5,8,5,0,0,0,1,0,10,0,0,0,3,0,0,1,0,0,7,0,55,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1996p10,0,0,15,0,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,2,0,0,15,10,0,4,0,0,0,15,0,0,3,7,0,0,0,1,0,0,0,0,15,5,0,0,0,0,0,0,0,10,1,0,0,2,0,0,7,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1996p11,0,5,0,0,0,0,0,0,18,0,0,0,0,3,0,0,0,5,0,3,2,15,2,12,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,7,0,8,0,0,0,10,0,0,1,7,1,0,2,0,0,5,0,25,15,8,0,2,0,2,20,0,0,10,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
r1996p12,0,4,2,0,0,0,0,3,10,0,0,0,0,5,0,0,0,3,0,8,3,8,8,0,0,2,0,0,0,3,0,0,0,5,5,0,0,0,0,0,2,10,15,0,3,0,5,0,15,0,0,1,0,0,0,3,0,0,0,0,0,20,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1996p13,0,0,0,0,0,2,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,3,15,3,0,20,0,4,0,0,0,0,0,3,0,0,0,2,0,5,0,45,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
r1996p14,0,0,18,0,1,6,0,2,10,0,0,2,0,3,0,0,0,0,0,6,0,12,2,2,0,0,0,0,0,5,3,0,0.5,0,0,0,0,0,0,0,8,12,15,0,7,0,0,0,18,0,0,5,5,0,0,3,0,0,5,0,0,8.00,8,0,0,0,0,3,0,0,10,0,0,0,1,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
r1996p15,0,4,2,0,0,2,0,3,7,0,0,0,0,0,0,0,0,4,0,0,0,10,7,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,10,4,2,0,5,0,1,1,0,0,0,2,2,0,0,2,0,0,6,0,45,0,3,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,10,0,0,0
r1996p16,0,2,0,2,0,0,0,2,5,0,0,0,0,8,0,2,0,5,0,0,0,18,10,5,0,0,0,0,0,3,5,0,0,3,2,0,0,0,0,0,7,15,15,0,5,5,1,0,25,0,0,4,0,0,0,7,0,0,2,0,0,8,3,0,0,0,1,0,0,0,10,8,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0
r1996p17,0,0,7,0,0,3,0,2,5,0,3,30,0,4,0,0,0,0,0,0,2,20,8,5,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,7,0,25,0,1,0,35,0,0,2,2,0,0,5,0,0,0,0,1,5,7,0,0,0,1,0,0,0,15,3,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
r1996p18,0,0,5,5,0,0,0,0,3,0,0,40,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.5,0,2,0,0,0,3,0,0,0,0,0,3,8,18,0,25,0,0,0,12,0,0,1,2,0,0,3,0,0,0,0,40,0,2,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
r1996p19,0,20,7,0,0,0,0,3,5,0,0,0,0,5,0,0,0,3,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,8,25,0,10,0,0,3,5,0,0,5,1,0,0,2,0,0,0,0,0,25,0,0,0,0,2,8,0,0,10,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
r1996p20,0,0,7,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,8,2,3,1,0,0,2,0,7,0,0,0,0,2,0,0,0,0,0,5,5,5,0,5,0,1,0,10,0,0,3,2,1,0,4,3,0,3,0,25,3,10,0,0,0,0,0,0,0,5,2,0,0,0,0,2,1,0,0,0,2,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0
r1996p21,0,0,18,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,1,10,1,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0.5,0,0,25,0,5,0,5,0,1,3,18,0,0,1,0,0,0,8,0,0,0,0,0.5,0,8,5,0,0,3,0,0,0,15,10,2,0,0,0,2,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1996p22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,4,0,10,0,8,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,50,0,0,0,0,0,0,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0
r1996p23,0,0,10,0,2,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,1,7,3,2,0,0,0,0,0,0,0,0,0,0,25,0,0.5,0,0,0,1,20,10,0,2,0,0,0,25,0,0,3,2,0,0,0,3,0,0,0,2,7,3,0,0,0,0,3,0,0,10,0,0,0,5,0,1,2,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
r1996p24,0,0,7,0,0,0,0,1,0,0,0,0,0,5,0,1,0,2,0,0,0,8,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,10,0,4,0,5,0,0,2,0,0,0,2,0,0,0,0,60,7,0,0,0,0,2,5,0,0,10,0,0,0,0,0,2,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1997p1,0,3,0,0,0,0,0,1,7,0,0,0,0,4,0,2,0,4,0,0,0,5,8,5,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,1,0,10,0,0,7,2,0,0,4,0,0,2,1,1,2,13,0,0,0,0,1,0,0,6,13,0,3,6,1,0,0,0,2,4,2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0
r1997p2,0,2,0,0,0,0,0,0,8,0,0,0,0,3,0,2,0,8,0,1,2,4,5,5,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0.5,0,5,5,3,0,2,0,1,0,3,0,0,3,1,0,0,2,0,0,4,0,30,2,2,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
r1997p3,0,1,1,0,1,0,0,0,6,0,0,0,0,3,0,0,0,6,0,0,4,5,7,0,0,1,0,0,0,3,4,0,0,0,10,0,0,0,0.5,0,0,10,4,0,1,0,0,0,30,0,0,4,3,0,0,0,2,0,3,0,0,4,2,0,0,0,0,10,0,0,5,2,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
r1997p4,0,4,2,0,0.2,0,0,17,2,0,0,0,0,2,0,0.5,0,2,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,2,15,15,0,1,0,0,0,4,0,0,1,3,0,0,0,0,0,0.5,1,4,4,0,0,0,0,0,2,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
r1997p5,0,4,0,0,0,0,0,0,20,0,0,0,0,7,0,0,0,2,0,0,4,5,7,7,2,0,4,3,0,4,0,0,0,0,0,0,0,0,0,0,10,5,3,0,2,0,1,0,10,0,0,0,2,0,0,1,2,0,3,0,0,2,5,0,0,0,0,0,0,0,9,4,0,3,0,0,1,2,0,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
r1997p6,0,2,0,0,2,0,0,1,8,0,0,0,0,10,0,1,0,3,0,0,0,5,3,4,1,0,2,0,0.5,3,0,0,0,0,0,0,0,0,1,0,5,3,1,0,3,0,1,0,8,0,0,0,2,0,0,1,0,0,3,0,15,2,15,0,0,0,1,0,0,0,4,4,0,2,2,0,2,0,0,1,4,2,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0
r1997p7,0,15,0,0,0,0,0,5,10,0,0,0,0,3,0,1,0,2,0,2,1,2,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,5,20,15,0,0,0,0,0,10,0,0,0,8,0,0,0,0,0,5,2,0,5,0,0,0,0,0,10,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
r1997p8,0,0,20,0,0,0,0,0.1,15,0,0,2,0,3,0,2,0,8,0,2,1,5,2,0,0,0,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,10,7,0,0,0,0,0,30,0,0,2,10,1,0,0,6,0,8,0,4,8,5,0,0,0,0.5,8,0,0,5,2,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1997p9,0,2,0,7,1,0,0,2,8,0,7,0,0,6,0,0,0,4,0,1,1,7,5,0,0,0,0,0,0.5,2,0,0,0,0,3,0,0,0,0,0,2,2,10,0,0,0,1,0,10,0,0,1,7,1,0,1,0,0,8,0,25,5,3,0,0,0,0,5,0,0,1,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0
r1997p10,0,0,20,0,0,0,0,0,7,0,0,0,0,6,0,0,0,2,0,3,0,5,2,0,0,0,0,0,0.2,3,0,0,0,0,10,0,3,0,1,0,0,8,12,0,1,0,1,0,6,0,0,2,0,0,0,0,3,0,3,0,0,10,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,4,0,10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1997p11,0,2,0,0,1,0,0,2,15,0,0,0,0,3,0,2,0,3,0,2,0,10,2,6,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,7,0,1,0,0,1,3,0,0,2,6,2,0,1,2,0,3,0,25,5,6,0,0,0,0,4,0,0,10,6,0,1,0,0,0,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0.5
r1997p12,0,10,2,0,0,0,0,5,6,0,0,0,0,3,0,2,0,2,0,3,0,10,8,0,1,0,2,0,2,0,0,0,0,0,10,0,0,0,0,0,0,15,1,0,4,0,2,0,15,0,0,0,0,0,0,1,2,0,7,1,0,10,1,0,0,0,0,5,0,0,20,0,0,0,0.5,0,0,0.5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1997p13,0,0,0,0,0,3,0,40,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,20,10,0,3,0,5,0,10,0,0,0,3,0,0,1,0,0,5,0,25,0,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0
r1997p14,0,0,7,3,0.5,2,0,0.5,10,0,0,2,0,8,0,0,0,0,0,3,2,8,2,2,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,20,8,0,3,0,0,0,20,0,0,2,5,0,0,3,0,0,3,0,0,4,5,0,0,0,0,3,0,0,2,3,0,4,0,0,7,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
r1997p15,0,3,3,0,0,0,0,4,10,0,0,0,0,5,0,0,0,1,0,0,0,5,0.5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,5,5,0,5,0,2,2,7,0,0,2,3,0,0,2,0,0,5,0,20,0,2,0,0,0,0,0,0,0,5,2,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5,15,0,0,0
r1997p16,0,0,0,2,0.5,0,0,2,15,0,0,0.1,0,8,0,1,0,3,0,2,0,20,3,2,0,0,0,0,0.5,4,4,0,0,0,5,0,0,0,0,0,2,4,10,0,2,0,1,0,10,0,0,1,1,0,0,1,0,0,4,0,0,3,2,0,0,0,3,0,0,0,12,15,0,4,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1997p17,0,0,10,0,0,0,0,3,5,0,1,15,0,1,0,0,0,0,0,0,0,8,4,2,0,0,2,2,1,2,0,0,0,0,0,0,0,0,0,0,7,8,4,0,30,0,1,0,12,0,0,2,1,0,0,0,0.5,0,0,0,0.1,3,4,0,0,0,1,0,0,0,10,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
r1997p18,0,0,5,25,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,8,10,0,15,0,0,0,35,0,0,1,5,0,0,1,0,0,0,0,25,1,2,0,0,0,0,10,0,0,3,0,0,0,0,0,2,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1997p19,0,20,15,0,0,0,0,20,5,0,0,3,0,2,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,0,8,0,0,0,18,0,0,2,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1997p20,0,0,5,0,0,0,0,0,8,0,0,1,0,5,0,0,0,2,0,0,0,7,2,5,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,7,1,2,0,0,0,1,0,10,0,0,8,2,2,0,5,2,0,6,0,25,2,15,0,0,0,2,2,0,0,8,10,0,1,1,0,0,0,0,0,0,2,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0
r1997p21,0,0,18,0,0,0,0,0,3,0,0,0,0,7,0,0,0,2,0,0,1,9,3,2,0,0,1,0,0,5,3,0,0,0,0,0,0,0,0,0,18,0,5,0,4,0,1,4,20,0,0,1,2,0,0,7,0,0,0,0,1,0,18,0,0,0,3,0,0,0,7,10,0,0.5,0,0,3,2,0,0,0,5,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
r1997p22,0,0,0,1,0,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,15,10,0,1,0,0,0,10,0,0,1,3,0,0,0,0,0,0,0,25,0.5,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0
r1997p23,0,0,10,0,0,0,0,0.5,8,0,0,2,0,5,0,0,0,3,0,0,1,3,1,0,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,25,10,0,0,0,0,0,20,0,0,2,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,10,0,0,7,1,0,3,4,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1997p24,0,0,5,0,0,0,0,0,15,0,0,0,0,3,0,0,0,1,0,0,0,5,2,3,1,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,15,5,4,0,3,0,1,0,1,0,0,2,1,0,0,0.5,2,0,0,0,35,2,0,0,0,0,1,5,0,0,10,0,0,0,0,0,5,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
r1998p1,0,1,0,0,0,0,0,2,8,0,0,0,0,4,0,0.1,0,10,0,0.5,1,8,15,3,1,1,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,0,0,10,0,0,2,0.2,0,7,0,0,8,0.5,0,0,1,0,0,3,0.1,1,0.50,12,0,0,0,0,0,0,0,10,15,0,3,1,0.5,0.5,0,0,0.5,3,1,1,1,0,0,2,0,0,0,0,0,1,0,0,0,0
r1998p2,0,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0.1,0,1,0,0.5,0.2,2,2,1,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,3,0.5,1,0,0,0,1,0,0,0,0,0.5,1,0,0,0,0,0,3,0,45,1,0.1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0.5,0,3,0,0,0,0,0,0,0,0,0.1,0,0,0,0
r1998p3,0,2,4,0,0,0,0,1,8,0,0,3,0,0.2,0,0,0,6,0,0.5,1,3,8,0,0.2,1,0,0,0,1,1,0,0,0,10,0,0,0,1,0,0,4,2,0,0.1,0,0.5,0,20,0,0,15,7,0,0,0,0,0,3,0,0.1,1,1,0,0,0,0,8,0,0,5,1,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,0
r1998p4,0,3,2,1,0,0,0,2,0,0,0,0,0,0,0,0.3,0,1,0,1,0,0,1,0,0,0,0,0,0,5,0,0,0,0,25,0,0,0,0.5,0,2,2,5,0,0.5,0,1,0,5,0,0,15,5,0,0,0,0,0,10,0.5,10,1,0,0,0,0,0,2,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
r1998p5,0,4,0,0,0,0,0,0.5,4,0,0,0,0,7,0,0,0,2,0,0,5,5,10,5,1,0,2,5,0.1,2,0,0,0,0.5,0,0,0,0,0,0,8,5,0.1,0,1,0,1,0,1,0,0,2,1,0,0,0,0.1,0,2,0,3,1,10,0,0,0,0.2,0,0,0,7,0.2,0,0.1,0,0,2,0,0,2,1,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0.5
r1998p6,0,1,0,0,0.5,0,0,0.5,15,0,0,0,0,2,0,0,0,2,0,0,0,5,5,7,4,1,9,0,0.3,1,2,0,0,0,0,0,0,0,0.5,0,5,0,1,0,4,0,0.2,0,10,0,0,4,2,0,0,2,0,0,1,0,15,0.5,8,1,0,0,3,0,0,0,3,8,0,2,0,0,2,0,0,0,2,1,3,0,0,0,0,0,0.2,0,0,0,1,0,0,0,0
r1998p7,0,5,0,0.5,0,0,0,5,0,0,0,0,0,0,0,3,0,3,0,2,0,0,3,2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.2,25,5,0,2,0,2,0,5,0,0,3,2,0,0,0,0,0,10,1,2,5,0,0,0,0,0,0,10,0,8,0,0,0.1,0,0,0.2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1998p8,0,1,10,0,0,0,0,1,10,0,0,3,0,0,0,0.5,0,8,0,3,2,7,5,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,2,0,25,0,0,10,7,0.2,0,0,0,0,8,0,3,6,0,0,0,0,0.2,0,10,0,5,3,0,0,0.1,0,0.5,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1998p9,0,1,0,7,0.5,0,0,7,15,0,7,0,0,2,0,0.1,0,8,0,2,2,12,2,2,0,0,0,0,1,2,0,0,0,0,5,0,0,0,0,0,1,12,20,0,0,0,1,0,15,0,0,10,5,0,0,0,1,0,5,0,5,2,1,0,0,0,0,2,0,0,2,1,0,0,1,0,1,0.2,0,0,0.5,0,0,0.1,0,0,3,0,0,0,0,0,0,0,0,0,0
r1998p10,0,5,2,1,0,0,0,0.1,4,0,0,0,0,0,0,0,0,5,0,10,0,10,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,20,20,0,2,0,3,0,4,0,0,5,4,0,0,0,0.1,0,10,0,1,8,0,0,0,0,0,0,0,0,3,0.2,0,0,0,0,0,0.1,0,10,8,0.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
r1998p11,0,0.5,0,0,0,0,0,0.2,15,0,0,1,0,10,0,0.2,0,4,0,8,2,8,12,8,0,1,0,0,0.5,0.3,5,0,0,0,8,0,0,0,0,0,0,2,10,0,2,0,0,0,8,0,0,1,3,2,0,1,3,0,1,0,6,6,15,0,2,0,2,0,0,0,10,20,0,0.5,0,0,1,0,0,0,0,1,2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
r1998p12,0,4,3,2,0,0,0,2,0,0,0,0,0,3,0,0.5,0,8,0,3,0,10,10,4,2,0,5,0,0,3,0,0,0,0.3,2,0,0,0,0,0,0.2,5,3,0,1,0,1,0,5,0,0,7,0.1,0,0,0,1,0,4,0,2,3,1,0,0,0,0,0,0,0,20,0.2,0.3,0,0,0,0,0.2,0,0,0,0,3,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0
r1998p13,0,0,0,0.1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,5,10,7,0,0,0,0,0,0,0.2,0,0,0,0,0,5,0,0,0,0,0,0,3,5,0,3,0,5,0,7,0,0,0,2,0,0,0,0,0,6,0,45,1,0,0,0,0,0,10,0,0,2,0,0,0,0,0,0,0.1,0,0,0,1,0.1,0,0,0,0,0,0,0,0,0,0,4,0,0,0
r1998p14,0,0,6,5,0,1,0,0.5,15,0,0,3,0,5,0,0,0,3,0,3,8,7,3,0,0,0,0,0,0.5,5,7,0,0,0,0,0,0,0,0,0,5,15,5,0,5,0,0,0,20,0,0,4,8,0,0,1,1,0,2,0,2,1,5,0,0,0,0,15,0,0,2,0.5,0,0,0.5,0,2,0.2,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
r1998p15,0,2,3,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,4,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,15,1,1,0,2,0,1,0,2,0,0,3,1,0,0,0,1,0,7,0,35,0,2,0,0,0,0,0,0,0,5,1,0,1,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,0.5,7,0,0,0
r1998p16,0,1,0,2,0,0,0,2,8,0,0,0,0,5,0,0.5,0,5,0,0,0,20,10,1,2,0,2,0,1,10,0,0,0,1,3,0,0,0,0,0,3,3,6,0,3,0,1,0,15,0,0,15,1,0,0,4,2,0,2,0,2,0.1,2,0,0,0,2,0,0,0,7,7,0,2,0.1,0,0,0,0,0,0,0.5,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0
r1998p17,0,0,5,0,0,2,0,0.5,5,0,2,15,0,1,0,0,0,0,0,0,0,7,3,2,2,0,8,2,1,2,0,0,0,0,0,0,0.1,0,0,0,5,2,2,0,15,0,2,0,8,0,0,1,1,0.3,0,1,2,0,0,0,3,2,5,0,0,0,2,0,0,0,7,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,0,1,0,0
r1998p18,0,1,0,30,0,0,0,1,1,0,1,10,0,2,0,1,0,1,0,0,0,6,4,0,0,0,0,0,0,0,0.2,0,0,1,2,0,0,0,0,0,2,5,8,0,6,0,0,0,15,0,0,1,3,0,0,1,1,0,0,0,30,2,0.2,0,0,0,0,10,0,0,4,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0
r1998p19,0,5,10,5,0,0,0,4,0,0,0,3,0,2,0,0,0,0,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,7,5,0,2,0,2,0,2,0,0,15,3,0,0,0,0,0,6,0,1,7,0,0,0,0,2,5,0,0,5,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0
r1998p20,0,0.2,2,0,0,0,0,0.5,5,0,0,2,0,2,0,0.2,0,3,0,0,0,15,2,3,4,0,0,2,0.2,6,0,0,0,0,5,0,0,0,0,0,3,0,4,0,1,0,0.2,0.5,5,0,0,10,2,0,0,2,2,0,2,0,15,0.5,8,0,0,0,3,0,0,0,6,7,0,0.5,0.1,0,2,0.2,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0
r1998p21,0,0,0.5,0.5,0,0,0,0,15,0,0,0,0,3,0,0,0,3,0,0,3,15,3,2,0,0,4,0,0,8,0,0,0,3,0,0,0,0,0,0,7,1,2,0,1,0,1,2,15,0,0,4,2,0,0,8,1,0,0,0,0.5,1,5,2,0,0,2,0,0,0,10,7,0,0.5,0,0,0.5,0.2,0,0,0,1,1,0,0,0,2,0,0,0.5,0,0,0,0,0,0,0
r1998p22,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,3,5,0,4,0,2,0,2,0,0,5,5,0,0,0,0,0,0,0,45,0,0.1,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0
r1998p23,0,0,2,0,0,0,0,1,4,0,0,1,0,0,0,0,0,4,0,0,1,6,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,25,20,0,2,0,0,0,35,0,0,10,0,0,0,1,1,0,0,0,2,2,1,0,0,0,0.5,4,0,0,2,0,0,0,2,0,0,0.2,0,0,0,0.5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
r1998p24,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,2,0,0,0,6,0,2,1,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,5,8,1,0,2,0,1,0,0,0,0,3,0.1,0,0,0,0,0,2,0,45,0,0.1,0,0,0,0,5,0,0,7,0,0,0.1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
r1999p1,0,2,0,0,3,0,0,3,10,0,0,0,0,4,0,1,0,5,0,0.5,1,4,20,3,2,0,0,0,2,5,0,0,0,2,0,0,0,0,0,0,0,1,10,0,0,1,0,0,8,0,0,8,5,0,0,2,0.1,0,5,3,2,3,20,0,0,0,0,0,0,0,20,8,0,3,1,0,0,2,0,5,8,5,3,2,0,0,7,0,0,0,0,0,2,0,0,0,0
